year,month,period,naics,kind_of_business,measure,adjustment,value,preliminary
2022,5,2022-05,4522,Department stores,inv_sales_ratio,nsa,2.51,False
2022,6,2022-06,4522,Department stores,inv_sales_ratio,nsa,2.72,False
2022,7,2022-07,4522,Department stores,inv_sales_ratio,nsa,2.75,False
2022,8,2022-08,4522,Department stores,inv_sales_ratio,nsa,2.71,False
2022,9,2022-09,4522,Department stores,inv_sales_ratio,nsa,3.36,False
2022,10,2022-10,4522,Department stores,inv_sales_ratio,nsa,3.39,False
2022,11,2022-11,4522,Department stores,inv_sales_ratio,nsa,2.35,False
2022,12,2022-12,4522,Department stores,inv_sales_ratio,nsa,1.21,False
2023,1,2023-01,4522,Department stores,inv_sales_ratio,nsa,3.33,False
2023,2,2023-02,4522,Department stores,inv_sales_ratio,nsa,3.02,False
2023,3,2023-03,4522,Department stores,inv_sales_ratio,nsa,2.87,False
2023,4,2023-04,4522,Department stores,inv_sales_ratio,nsa,2.78,False
2023,5,2023-05,4522,Department stores,inv_sales_ratio,nsa,2.45,False
2023,6,2023-06,4522,Department stores,inv_sales_ratio,nsa,2.61,False
2023,7,2023-07,4522,Department stores,inv_sales_ratio,nsa,2.65,False
2023,8,2023-08,4522,Department stores,inv_sales_ratio,nsa,2.66,False
2023,9,2023-09,4522,Department stores,inv_sales_ratio,nsa,3.33,False
2023,10,2023-10,4522,Department stores,inv_sales_ratio,nsa,3.46,False
2023,11,2023-11,4522,Department stores,inv_sales_ratio,nsa,2.27,False
2023,12,2023-12,4522,Department stores,inv_sales_ratio,nsa,1.18,False
2024,1,2024-01,4522,Department stores,inv_sales_ratio,nsa,3.5,False
2024,2,2024-02,4522,Department stores,inv_sales_ratio,nsa,3.08,False
2024,3,2024-03,4522,Department stores,inv_sales_ratio,nsa,2.85,False
2024,4,2024-04,4522,Department stores,inv_sales_ratio,nsa,2.82,False
2024,5,2024-05,4522,Department stores,inv_sales_ratio,nsa,2.47,False
2024,6,2024-06,4522,Department stores,inv_sales_ratio,nsa,2.66,False
2024,7,2024-07,4522,Department stores,inv_sales_ratio,nsa,2.81,False
2024,8,2024-08,4522,Department stores,inv_sales_ratio,nsa,2.84,False
2024,9,2024-09,4522,Department stores,inv_sales_ratio,nsa,3.55,False
2024,10,2024-10,4522,Department stores,inv_sales_ratio,nsa,3.59,False
2024,11,2024-11,4522,Department stores,inv_sales_ratio,nsa,2.39,False
2024,12,2024-12,4522,Department stores,inv_sales_ratio,nsa,1.34,False
2025,1,2025-01,4522,Department stores,inv_sales_ratio,nsa,3.6,False
2025,2,2025-02,4522,Department stores,inv_sales_ratio,nsa,3.36,False
2025,3,2025-03,4522,Department stores,inv_sales_ratio,nsa,2.98,False
2025,4,2025-04,4522,Department stores,inv_sales_ratio,nsa,2.88,False
2025,5,2025-05,4522,Department stores,inv_sales_ratio,nsa,2.51,False
2025,6,2025-06,4522,Department stores,inv_sales_ratio,nsa,2.82,False
2025,7,2025-07,4522,Department stores,inv_sales_ratio,nsa,2.77,False
2025,8,2025-08,4522,Department stores,inv_sales_ratio,nsa,2.84,False
2025,9,2025-09,4522,Department stores,inv_sales_ratio,nsa,3.68,False
2025,10,2025-10,4522,Department stores,inv_sales_ratio,nsa,3.31,False
2025,11,2025-11,4522,Department stores,inv_sales_ratio,nsa,2.22,False
2025,12,2025-12,4522,Department stores,inv_sales_ratio,nsa,1.26,False
2026,1,2026-01,4522,Department stores,inv_sales_ratio,nsa,3.88,False
2026,2,2026-02,4522,Department stores,inv_sales_ratio,nsa,3.44,False
2026,3,2026-03,4522,Department stores,inv_sales_ratio,nsa,2.86,False
2026,4,2026-04,4522,Department stores,inv_sales_ratio,nsa,2.79,False
2026,5,2026-05,4522,Department stores,inv_sales_ratio,nsa,2.44,False
1992,1,1992-01,4522,Department stores,inv_sales_ratio,sa,2.6,False
1992,2,1992-02,4522,Department stores,inv_sales_ratio,sa,2.53,False
1992,3,1992-03,4522,Department stores,inv_sales_ratio,sa,2.54,False
1992,4,1992-04,4522,Department stores,inv_sales_ratio,sa,2.58,False
1992,5,1992-05,4522,Department stores,inv_sales_ratio,sa,2.5,False
1992,6,1992-06,4522,Department stores,inv_sales_ratio,sa,2.54,False
1992,7,1992-07,4522,Department stores,inv_sales_ratio,sa,2.61,False
1992,8,1992-08,4522,Department stores,inv_sales_ratio,sa,2.55,False
1992,9,1992-09,4522,Department stores,inv_sales_ratio,sa,2.54,False
1992,10,1992-10,4522,Department stores,inv_sales_ratio,sa,2.54,False
1992,11,1992-11,4522,Department stores,inv_sales_ratio,sa,2.5,False
1992,12,1992-12,4522,Department stores,inv_sales_ratio,sa,2.49,False
1993,1,1993-01,4522,Department stores,inv_sales_ratio,sa,2.55,False
1993,2,1993-02,4522,Department stores,inv_sales_ratio,sa,2.61,False
1993,3,1993-03,4522,Department stores,inv_sales_ratio,sa,2.69,False
1993,4,1993-04,4522,Department stores,inv_sales_ratio,sa,2.63,False
1993,5,1993-05,4522,Department stores,inv_sales_ratio,sa,2.6,False
1993,6,1993-06,4522,Department stores,inv_sales_ratio,sa,2.59,False
1993,7,1993-07,4522,Department stores,inv_sales_ratio,sa,2.56,False
1993,8,1993-08,4522,Department stores,inv_sales_ratio,sa,2.56,False
1993,9,1993-09,4522,Department stores,inv_sales_ratio,sa,2.55,False
1993,10,1993-10,4522,Department stores,inv_sales_ratio,sa,2.52,False
1993,11,1993-11,4522,Department stores,inv_sales_ratio,sa,2.54,False
1993,12,1993-12,4522,Department stores,inv_sales_ratio,sa,2.54,False
1994,1,1994-01,4522,Department stores,inv_sales_ratio,sa,2.46,False
1994,2,1994-02,4522,Department stores,inv_sales_ratio,sa,2.45,False
1994,3,1994-03,4522,Department stores,inv_sales_ratio,sa,2.39,False
1994,4,1994-04,4522,Department stores,inv_sales_ratio,sa,2.47,False
1994,5,1994-05,4522,Department stores,inv_sales_ratio,sa,2.52,False
1994,6,1994-06,4522,Department stores,inv_sales_ratio,sa,2.53,False
1994,7,1994-07,4522,Department stores,inv_sales_ratio,sa,2.5,False
1994,8,1994-08,4522,Department stores,inv_sales_ratio,sa,2.48,False
1994,9,1994-09,4522,Department stores,inv_sales_ratio,sa,2.5,False
1994,10,1994-10,4522,Department stores,inv_sales_ratio,sa,2.47,False
1994,11,1994-11,4522,Department stores,inv_sales_ratio,sa,2.47,False
1994,12,1994-12,4522,Department stores,inv_sales_ratio,sa,2.48,False
1995,1,1995-01,4522,Department stores,inv_sales_ratio,sa,2.48,False
1995,2,1995-02,4522,Department stores,inv_sales_ratio,sa,2.56,False
1995,3,1995-03,4522,Department stores,inv_sales_ratio,sa,2.49,False
1995,4,1995-04,4522,Department stores,inv_sales_ratio,sa,2.49,False
1995,5,1995-05,4522,Department stores,inv_sales_ratio,sa,2.5,False
1995,6,1995-06,4522,Department stores,inv_sales_ratio,sa,2.49,False
1995,7,1995-07,4522,Department stores,inv_sales_ratio,sa,2.46,False
1995,8,1995-08,4522,Department stores,inv_sales_ratio,sa,2.5,False
1995,9,1995-09,4522,Department stores,inv_sales_ratio,sa,2.48,False
1995,10,1995-10,4522,Department stores,inv_sales_ratio,sa,2.53,False
1995,11,1995-11,4522,Department stores,inv_sales_ratio,sa,2.51,False
1995,12,1995-12,4522,Department stores,inv_sales_ratio,sa,2.51,False
1996,1,1996-01,4522,Department stores,inv_sales_ratio,sa,2.58,False
1996,2,1996-02,4522,Department stores,inv_sales_ratio,sa,2.51,False
1996,3,1996-03,4522,Department stores,inv_sales_ratio,sa,2.52,False
1996,4,1996-04,4522,Department stores,inv_sales_ratio,sa,2.47,False
1996,5,1996-05,4522,Department stores,inv_sales_ratio,sa,2.46,False
1996,6,1996-06,4522,Department stores,inv_sales_ratio,sa,2.49,False
1996,7,1996-07,4522,Department stores,inv_sales_ratio,sa,2.52,False
1996,8,1996-08,4522,Department stores,inv_sales_ratio,sa,2.51,False
1996,9,1996-09,4522,Department stores,inv_sales_ratio,sa,2.47,False
1996,10,1996-10,4522,Department stores,inv_sales_ratio,sa,2.46,False
1996,11,1996-11,4522,Department stores,inv_sales_ratio,sa,2.48,False
1996,12,1996-12,4522,Department stores,inv_sales_ratio,sa,2.42,False
1997,1,1997-01,4522,Department stores,inv_sales_ratio,sa,2.41,False
1997,2,1997-02,4522,Department stores,inv_sales_ratio,sa,2.41,False
1997,3,1997-03,4522,Department stores,inv_sales_ratio,sa,2.39,False
1997,4,1997-04,4522,Department stores,inv_sales_ratio,sa,2.45,False
1997,5,1997-05,4522,Department stores,inv_sales_ratio,sa,2.42,False
1997,6,1997-06,4522,Department stores,inv_sales_ratio,sa,2.41,False
1997,7,1997-07,4522,Department stores,inv_sales_ratio,sa,2.38,False
1997,8,1997-08,4522,Department stores,inv_sales_ratio,sa,2.35,False
1997,9,1997-09,4522,Department stores,inv_sales_ratio,sa,2.39,False
1997,10,1997-10,4522,Department stores,inv_sales_ratio,sa,2.35,False
1997,11,1997-11,4522,Department stores,inv_sales_ratio,sa,2.35,False
1997,12,1997-12,4522,Department stores,inv_sales_ratio,sa,2.4,False
1998,1,1998-01,4522,Department stores,inv_sales_ratio,sa,2.41,False
1998,2,1998-02,4522,Department stores,inv_sales_ratio,sa,2.37,False
1998,3,1998-03,4522,Department stores,inv_sales_ratio,sa,2.39,False
1998,4,1998-04,4522,Department stores,inv_sales_ratio,sa,2.37,False
1998,5,1998-05,4522,Department stores,inv_sales_ratio,sa,2.33,False
1998,6,1998-06,4522,Department stores,inv_sales_ratio,sa,2.38,False
1998,7,1998-07,4522,Department stores,inv_sales_ratio,sa,2.4,False
1998,8,1998-08,4522,Department stores,inv_sales_ratio,sa,2.39,False
1998,9,1998-09,4522,Department stores,inv_sales_ratio,sa,2.38,False
1998,10,1998-10,4522,Department stores,inv_sales_ratio,sa,2.35,False
1998,11,1998-11,4522,Department stores,inv_sales_ratio,sa,2.32,False
1998,12,1998-12,4522,Department stores,inv_sales_ratio,sa,2.3,False
1999,1,1999-01,4522,Department stores,inv_sales_ratio,sa,2.29,False
1999,2,1999-02,4522,Department stores,inv_sales_ratio,sa,2.24,False
1999,3,1999-03,4522,Department stores,inv_sales_ratio,sa,2.25,False
1999,4,1999-04,4522,Department stores,inv_sales_ratio,sa,2.28,False
1999,5,1999-05,4522,Department stores,inv_sales_ratio,sa,2.27,False
1999,6,1999-06,4522,Department stores,inv_sales_ratio,sa,2.24,False
1999,7,1999-07,4522,Department stores,inv_sales_ratio,sa,2.25,False
1999,8,1999-08,4522,Department stores,inv_sales_ratio,sa,2.26,False
1999,9,1999-09,4522,Department stores,inv_sales_ratio,sa,2.22,False
1999,10,1999-10,4522,Department stores,inv_sales_ratio,sa,2.24,False
1999,11,1999-11,4522,Department stores,inv_sales_ratio,sa,2.31,False
1999,12,1999-12,4522,Department stores,inv_sales_ratio,sa,2.28,False
2000,1,2000-01,4522,Department stores,inv_sales_ratio,sa,2.27,False
2000,2,2000-02,4522,Department stores,inv_sales_ratio,sa,2.3,False
2000,3,2000-03,4522,Department stores,inv_sales_ratio,sa,2.25,False
2000,4,2000-04,4522,Department stores,inv_sales_ratio,sa,2.24,False
2000,5,2000-05,4522,Department stores,inv_sales_ratio,sa,2.23,False
2000,6,2000-06,4522,Department stores,inv_sales_ratio,sa,2.24,False
2000,7,2000-07,4522,Department stores,inv_sales_ratio,sa,2.22,False
2000,8,2000-08,4522,Department stores,inv_sales_ratio,sa,2.23,False
2000,9,2000-09,4522,Department stores,inv_sales_ratio,sa,2.2,False
2000,10,2000-10,4522,Department stores,inv_sales_ratio,sa,2.23,False
2000,11,2000-11,4522,Department stores,inv_sales_ratio,sa,2.2,False
2000,12,2000-12,4522,Department stores,inv_sales_ratio,sa,2.17,False
2001,1,2001-01,4522,Department stores,inv_sales_ratio,sa,2.16,False
2001,2,2001-02,4522,Department stores,inv_sales_ratio,sa,2.23,False
2001,3,2001-03,4522,Department stores,inv_sales_ratio,sa,2.33,False
2001,4,2001-04,4522,Department stores,inv_sales_ratio,sa,2.23,False
2001,5,2001-05,4522,Department stores,inv_sales_ratio,sa,2.25,False
2001,6,2001-06,4522,Department stores,inv_sales_ratio,sa,2.25,False
2001,7,2001-07,4522,Department stores,inv_sales_ratio,sa,2.18,False
2001,8,2001-08,4522,Department stores,inv_sales_ratio,sa,2.22,False
2001,9,2001-09,4522,Department stores,inv_sales_ratio,sa,2.24,False
2001,10,2001-10,4522,Department stores,inv_sales_ratio,sa,2.2,False
2001,11,2001-11,4522,Department stores,inv_sales_ratio,sa,2.15,False
2001,12,2001-12,4522,Department stores,inv_sales_ratio,sa,2.13,False
2002,1,2002-01,4522,Department stores,inv_sales_ratio,sa,2.08,False
2002,2,2002-02,4522,Department stores,inv_sales_ratio,sa,2.09,False
2002,3,2002-03,4522,Department stores,inv_sales_ratio,sa,2.07,False
2002,4,2002-04,4522,Department stores,inv_sales_ratio,sa,2.04,False
2002,5,2002-05,4522,Department stores,inv_sales_ratio,sa,2.08,False
2002,6,2002-06,4522,Department stores,inv_sales_ratio,sa,2.08,False
2002,7,2002-07,4522,Department stores,inv_sales_ratio,sa,2.13,False
2002,8,2002-08,4522,Department stores,inv_sales_ratio,sa,2.13,False
2002,9,2002-09,4522,Department stores,inv_sales_ratio,sa,2.14,False
2002,10,2002-10,4522,Department stores,inv_sales_ratio,sa,2.07,False
2002,11,2002-11,4522,Department stores,inv_sales_ratio,sa,2.18,False
2002,12,2002-12,4522,Department stores,inv_sales_ratio,sa,2.16,False
2003,1,2003-01,4522,Department stores,inv_sales_ratio,sa,2.16,False
2003,2,2003-02,4522,Department stores,inv_sales_ratio,sa,2.14,False
2003,3,2003-03,4522,Department stores,inv_sales_ratio,sa,2.15,False
2003,4,2003-04,4522,Department stores,inv_sales_ratio,sa,2.2,False
2003,5,2003-05,4522,Department stores,inv_sales_ratio,sa,2.13,False
2003,6,2003-06,4522,Department stores,inv_sales_ratio,sa,2.11,False
2003,7,2003-07,4522,Department stores,inv_sales_ratio,sa,2.07,False
2003,8,2003-08,4522,Department stores,inv_sales_ratio,sa,2.03,False
2003,9,2003-09,4522,Department stores,inv_sales_ratio,sa,2.08,False
2003,10,2003-10,4522,Department stores,inv_sales_ratio,sa,2.1,False
2003,11,2003-11,4522,Department stores,inv_sales_ratio,sa,2.08,False
2003,12,2003-12,4522,Department stores,inv_sales_ratio,sa,2.07,False
2004,1,2004-01,4522,Department stores,inv_sales_ratio,sa,2.07,False
2004,2,2004-02,4522,Department stores,inv_sales_ratio,sa,2.05,False
2004,3,2004-03,4522,Department stores,inv_sales_ratio,sa,2.06,False
2004,4,2004-04,4522,Department stores,inv_sales_ratio,sa,2.1,False
2004,5,2004-05,4522,Department stores,inv_sales_ratio,sa,2.08,False
2004,6,2004-06,4522,Department stores,inv_sales_ratio,sa,2.11,False
2004,7,2004-07,4522,Department stores,inv_sales_ratio,sa,2.08,False
2004,8,2004-08,4522,Department stores,inv_sales_ratio,sa,2.08,False
2004,9,2004-09,4522,Department stores,inv_sales_ratio,sa,2.04,False
2004,10,2004-10,4522,Department stores,inv_sales_ratio,sa,2.05,False
2004,11,2004-11,4522,Department stores,inv_sales_ratio,sa,2.08,False
2004,12,2004-12,4522,Department stores,inv_sales_ratio,sa,2.05,False
2005,1,2005-01,4522,Department stores,inv_sales_ratio,sa,2.08,False
2005,2,2005-02,4522,Department stores,inv_sales_ratio,sa,2.06,False
2005,3,2005-03,4522,Department stores,inv_sales_ratio,sa,2.17,False
2005,4,2005-04,4522,Department stores,inv_sales_ratio,sa,2.09,False
2005,5,2005-05,4522,Department stores,inv_sales_ratio,sa,2.11,False
2005,6,2005-06,4522,Department stores,inv_sales_ratio,sa,2.06,False
2005,7,2005-07,4522,Department stores,inv_sales_ratio,sa,2.12,False
2005,8,2005-08,4522,Department stores,inv_sales_ratio,sa,2.14,False
2005,9,2005-09,4522,Department stores,inv_sales_ratio,sa,2.16,False
2005,10,2005-10,4522,Department stores,inv_sales_ratio,sa,2.08,False
2005,11,2005-11,4522,Department stores,inv_sales_ratio,sa,2.09,False
2005,12,2005-12,4522,Department stores,inv_sales_ratio,sa,2.14,False
2006,1,2006-01,4522,Department stores,inv_sales_ratio,sa,2.07,False
2006,2,2006-02,4522,Department stores,inv_sales_ratio,sa,2.04,False
2006,3,2006-03,4522,Department stores,inv_sales_ratio,sa,2.06,False
2006,4,2006-04,4522,Department stores,inv_sales_ratio,sa,2.03,False
2006,5,2006-05,4522,Department stores,inv_sales_ratio,sa,2.04,False
2006,6,2006-06,4522,Department stores,inv_sales_ratio,sa,2.01,False
2006,7,2006-07,4522,Department stores,inv_sales_ratio,sa,2.05,False
2006,8,2006-08,4522,Department stores,inv_sales_ratio,sa,2.07,False
2006,9,2006-09,4522,Department stores,inv_sales_ratio,sa,2.06,False
2006,10,2006-10,4522,Department stores,inv_sales_ratio,sa,2.07,False
2006,11,2006-11,4522,Department stores,inv_sales_ratio,sa,2.12,False
2006,12,2006-12,4522,Department stores,inv_sales_ratio,sa,2.1,False
2007,1,2007-01,4522,Department stores,inv_sales_ratio,sa,2.08,False
2007,2,2007-02,4522,Department stores,inv_sales_ratio,sa,2.13,False
2007,3,2007-03,4522,Department stores,inv_sales_ratio,sa,2.08,False
2007,4,2007-04,4522,Department stores,inv_sales_ratio,sa,2.13,False
2007,5,2007-05,4522,Department stores,inv_sales_ratio,sa,2.11,False
2007,6,2007-06,4522,Department stores,inv_sales_ratio,sa,2.14,False
2007,7,2007-07,4522,Department stores,inv_sales_ratio,sa,2.11,False
2007,8,2007-08,4522,Department stores,inv_sales_ratio,sa,2.1,False
2007,9,2007-09,4522,Department stores,inv_sales_ratio,sa,2.13,False
2007,10,2007-10,4522,Department stores,inv_sales_ratio,sa,2.15,False
2007,11,2007-11,4522,Department stores,inv_sales_ratio,sa,2.1,False
2007,12,2007-12,4522,Department stores,inv_sales_ratio,sa,2.13,False
2008,1,2008-01,4522,Department stores,inv_sales_ratio,sa,2.16,False
2008,2,2008-02,4522,Department stores,inv_sales_ratio,sa,2.18,False
2008,3,2008-03,4522,Department stores,inv_sales_ratio,sa,2.15,False
2008,4,2008-04,4522,Department stores,inv_sales_ratio,sa,2.14,False
2008,5,2008-05,4522,Department stores,inv_sales_ratio,sa,2.12,False
2008,6,2008-06,4522,Department stores,inv_sales_ratio,sa,2.06,False
2008,7,2008-07,4522,Department stores,inv_sales_ratio,sa,2.09,False
2008,8,2008-08,4522,Department stores,inv_sales_ratio,sa,2.08,False
2008,9,2008-09,4522,Department stores,inv_sales_ratio,sa,2.19,False
2008,10,2008-10,4522,Department stores,inv_sales_ratio,sa,2.19,False
2008,11,2008-11,4522,Department stores,inv_sales_ratio,sa,2.09,False
2008,12,2008-12,4522,Department stores,inv_sales_ratio,sa,2.1,False
2009,1,2009-01,4522,Department stores,inv_sales_ratio,sa,2.06,False
2009,2,2009-02,4522,Department stores,inv_sales_ratio,sa,2.08,False
2009,3,2009-03,4522,Department stores,inv_sales_ratio,sa,2.11,False
2009,4,2009-04,4522,Department stores,inv_sales_ratio,sa,2.08,False
2009,5,2009-05,4522,Department stores,inv_sales_ratio,sa,2.06,False
2009,6,2009-06,4522,Department stores,inv_sales_ratio,sa,2.1,False
2009,7,2009-07,4522,Department stores,inv_sales_ratio,sa,2.07,False
2009,8,2009-08,4522,Department stores,inv_sales_ratio,sa,2.05,False
2009,9,2009-09,4522,Department stores,inv_sales_ratio,sa,2.07,False
2009,10,2009-10,4522,Department stores,inv_sales_ratio,sa,2.04,False
2009,11,2009-11,4522,Department stores,inv_sales_ratio,sa,2.03,False
2009,12,2009-12,4522,Department stores,inv_sales_ratio,sa,2.0,False
2010,1,2010-01,4522,Department stores,inv_sales_ratio,sa,2.0,False
2010,2,2010-02,4522,Department stores,inv_sales_ratio,sa,2.0,False
2010,3,2010-03,4522,Department stores,inv_sales_ratio,sa,1.96,False
2010,4,2010-04,4522,Department stores,inv_sales_ratio,sa,2.0,False
2010,5,2010-05,4522,Department stores,inv_sales_ratio,sa,2.0,False
2010,6,2010-06,4522,Department stores,inv_sales_ratio,sa,1.99,False
2010,7,2010-07,4522,Department stores,inv_sales_ratio,sa,2.04,False
2010,8,2010-08,4522,Department stores,inv_sales_ratio,sa,2.03,False
2010,9,2010-09,4522,Department stores,inv_sales_ratio,sa,2.01,False
2010,10,2010-10,4522,Department stores,inv_sales_ratio,sa,2.03,False
2010,11,2010-11,4522,Department stores,inv_sales_ratio,sa,2.0,False
2010,12,2010-12,4522,Department stores,inv_sales_ratio,sa,2.03,False
2011,1,2011-01,4522,Department stores,inv_sales_ratio,sa,2.04,False
2011,2,2011-02,4522,Department stores,inv_sales_ratio,sa,2.02,False
2011,3,2011-03,4522,Department stores,inv_sales_ratio,sa,2.08,False
2011,4,2011-04,4522,Department stores,inv_sales_ratio,sa,2.04,False
2011,5,2011-05,4522,Department stores,inv_sales_ratio,sa,2.09,False
2011,6,2011-06,4522,Department stores,inv_sales_ratio,sa,2.03,False
2011,7,2011-07,4522,Department stores,inv_sales_ratio,sa,2.08,False
2011,8,2011-08,4522,Department stores,inv_sales_ratio,sa,2.13,False
2011,9,2011-09,4522,Department stores,inv_sales_ratio,sa,2.1,False
2011,10,2011-10,4522,Department stores,inv_sales_ratio,sa,2.11,False
2011,11,2011-11,4522,Department stores,inv_sales_ratio,sa,2.11,False
2011,12,2011-12,4522,Department stores,inv_sales_ratio,sa,2.13,False
2012,1,2012-01,4522,Department stores,inv_sales_ratio,sa,2.08,False
2012,2,2012-02,4522,Department stores,inv_sales_ratio,sa,2.06,False
2012,3,2012-03,4522,Department stores,inv_sales_ratio,sa,2.04,False
2012,4,2012-04,4522,Department stores,inv_sales_ratio,sa,2.1,False
2012,5,2012-05,4522,Department stores,inv_sales_ratio,sa,2.14,False
2012,6,2012-06,4522,Department stores,inv_sales_ratio,sa,2.14,False
2012,7,2012-07,4522,Department stores,inv_sales_ratio,sa,2.15,False
2012,8,2012-08,4522,Department stores,inv_sales_ratio,sa,2.17,False
2012,9,2012-09,4522,Department stores,inv_sales_ratio,sa,2.14,False
2012,10,2012-10,4522,Department stores,inv_sales_ratio,sa,2.24,False
2012,11,2012-11,4522,Department stores,inv_sales_ratio,sa,2.26,False
2012,12,2012-12,4522,Department stores,inv_sales_ratio,sa,2.35,False
2013,1,2013-01,4522,Department stores,inv_sales_ratio,sa,2.32,False
2013,2,2013-02,4522,Department stores,inv_sales_ratio,sa,2.4,False
2013,3,2013-03,4522,Department stores,inv_sales_ratio,sa,2.44,False
2013,4,2013-04,4522,Department stores,inv_sales_ratio,sa,2.47,False
2013,5,2013-05,4522,Department stores,inv_sales_ratio,sa,2.49,False
2013,6,2013-06,4522,Department stores,inv_sales_ratio,sa,2.51,False
2013,7,2013-07,4522,Department stores,inv_sales_ratio,sa,2.57,False
2013,8,2013-08,4522,Department stores,inv_sales_ratio,sa,2.58,False
2013,9,2013-09,4522,Department stores,inv_sales_ratio,sa,2.59,False
2013,10,2013-10,4522,Department stores,inv_sales_ratio,sa,2.59,False
2013,11,2013-11,4522,Department stores,inv_sales_ratio,sa,2.64,False
2013,12,2013-12,4522,Department stores,inv_sales_ratio,sa,2.67,False
2014,1,2014-01,4522,Department stores,inv_sales_ratio,sa,2.75,False
2014,2,2014-02,4522,Department stores,inv_sales_ratio,sa,2.65,False
2014,3,2014-03,4522,Department stores,inv_sales_ratio,sa,2.67,False
2014,4,2014-04,4522,Department stores,inv_sales_ratio,sa,2.53,False
2014,5,2014-05,4522,Department stores,inv_sales_ratio,sa,2.61,False
2014,6,2014-06,4522,Department stores,inv_sales_ratio,sa,2.64,False
2014,7,2014-07,4522,Department stores,inv_sales_ratio,sa,2.63,False
2014,8,2014-08,4522,Department stores,inv_sales_ratio,sa,2.66,False
2014,9,2014-09,4522,Department stores,inv_sales_ratio,sa,2.71,False
2014,10,2014-10,4522,Department stores,inv_sales_ratio,sa,2.72,False
2014,11,2014-11,4522,Department stores,inv_sales_ratio,sa,2.72,False
2014,12,2014-12,4522,Department stores,inv_sales_ratio,sa,2.71,False
2015,1,2015-01,4522,Department stores,inv_sales_ratio,sa,2.73,False
2015,2,2015-02,4522,Department stores,inv_sales_ratio,sa,2.79,False
2015,3,2015-03,4522,Department stores,inv_sales_ratio,sa,2.72,False
2015,4,2015-04,4522,Department stores,inv_sales_ratio,sa,2.86,False
2015,5,2015-05,4522,Department stores,inv_sales_ratio,sa,2.83,False
2015,6,2015-06,4522,Department stores,inv_sales_ratio,sa,2.92,False
2015,7,2015-07,4522,Department stores,inv_sales_ratio,sa,2.92,False
2015,8,2015-08,4522,Department stores,inv_sales_ratio,sa,2.96,False
2015,9,2015-09,4522,Department stores,inv_sales_ratio,sa,3.01,False
2015,10,2015-10,4522,Department stores,inv_sales_ratio,sa,3.03,False
2015,11,2015-11,4522,Department stores,inv_sales_ratio,sa,3.05,False
2015,12,2015-12,4522,Department stores,inv_sales_ratio,sa,3.07,False
2016,1,2016-01,4522,Department stores,inv_sales_ratio,sa,3.05,False
2016,2,2016-02,4522,Department stores,inv_sales_ratio,sa,3.05,False
2016,3,2016-03,4522,Department stores,inv_sales_ratio,sa,3.05,False
2016,4,2016-04,4522,Department stores,inv_sales_ratio,sa,3.07,False
2016,5,2016-05,4522,Department stores,inv_sales_ratio,sa,3.11,False
2016,6,2016-06,4522,Department stores,inv_sales_ratio,sa,3.03,False
2016,7,2016-07,4522,Department stores,inv_sales_ratio,sa,3.12,False
2016,8,2016-08,4522,Department stores,inv_sales_ratio,sa,3.08,False
2016,9,2016-09,4522,Department stores,inv_sales_ratio,sa,3.08,False
2016,10,2016-10,4522,Department stores,inv_sales_ratio,sa,3.14,False
2016,11,2016-11,4522,Department stores,inv_sales_ratio,sa,3.29,False
2016,12,2016-12,4522,Department stores,inv_sales_ratio,sa,3.33,False
2017,1,2017-01,4522,Department stores,inv_sales_ratio,sa,3.15,False
2017,2,2017-02,4522,Department stores,inv_sales_ratio,sa,3.15,False
2017,3,2017-03,4522,Department stores,inv_sales_ratio,sa,3.2,False
2017,4,2017-04,4522,Department stores,inv_sales_ratio,sa,3.18,False
2017,5,2017-05,4522,Department stores,inv_sales_ratio,sa,3.19,False
2017,6,2017-06,4522,Department stores,inv_sales_ratio,sa,3.13,False
2017,7,2017-07,4522,Department stores,inv_sales_ratio,sa,3.13,False
2017,8,2017-08,4522,Department stores,inv_sales_ratio,sa,3.13,False
2017,9,2017-09,4522,Department stores,inv_sales_ratio,sa,3.1,False
2017,10,2017-10,4522,Department stores,inv_sales_ratio,sa,3.13,False
2017,11,2017-11,4522,Department stores,inv_sales_ratio,sa,3.2,False
2017,12,2017-12,4522,Department stores,inv_sales_ratio,sa,3.25,False
2018,1,2018-01,4522,Department stores,inv_sales_ratio,sa,3.01,False
2018,2,2018-02,4522,Department stores,inv_sales_ratio,sa,3.0,False
2018,3,2018-03,4522,Department stores,inv_sales_ratio,sa,3.0,False
2018,4,2018-04,4522,Department stores,inv_sales_ratio,sa,3.05,False
2018,5,2018-05,4522,Department stores,inv_sales_ratio,sa,2.85,False
2018,6,2018-06,4522,Department stores,inv_sales_ratio,sa,3.08,False
2018,7,2018-07,4522,Department stores,inv_sales_ratio,sa,3.07,False
2018,8,2018-08,4522,Department stores,inv_sales_ratio,sa,3.04,False
2018,9,2018-09,4522,Department stores,inv_sales_ratio,sa,3.05,False
2018,10,2018-10,4522,Department stores,inv_sales_ratio,sa,3.04,False
2018,11,2018-11,4522,Department stores,inv_sales_ratio,sa,2.65,False
2018,12,2018-12,4522,Department stores,inv_sales_ratio,sa,2.81,False
2019,1,2019-01,4522,Department stores,inv_sales_ratio,sa,3.36,False
2019,2,2019-02,4522,Department stores,inv_sales_ratio,sa,3.04,False
2019,3,2019-03,4522,Department stores,inv_sales_ratio,sa,3.01,False
