year,month,period,naics,kind_of_business,measure,adjustment,value,preliminary
2019,3,2019-03,4522,Department stores,inventories,nsa,13810.0,False
2019,4,2019-04,4522,Department stores,inventories,nsa,13765.0,False
2019,5,2019-05,4522,Department stores,inventories,nsa,13193.0,False
2019,6,2019-06,4522,Department stores,inventories,nsa,12608.0,False
2019,7,2019-07,4522,Department stores,inventories,nsa,12522.0,False
2019,8,2019-08,4522,Department stores,inventories,nsa,12801.0,False
2019,9,2019-09,4522,Department stores,inventories,nsa,14478.0,False
2019,10,2019-10,4522,Department stores,inventories,nsa,16396.0,False
2019,11,2019-11,4522,Department stores,inventories,nsa,15200.0,False
2019,12,2019-12,4522,Department stores,inventories,nsa,11326.0,False
2020,1,2020-01,4522,Department stores,inventories,nsa,11418.0,False
2020,2,2020-02,4522,Department stores,inventories,nsa,11669.0,False
2020,3,2020-03,4522,Department stores,inventories,nsa,11660.0,False
2020,4,2020-04,4522,Department stores,inventories,nsa,10860.0,False
2020,5,2020-05,4522,Department stores,inventories,nsa,10080.0,False
2020,6,2020-06,4522,Department stores,inventories,nsa,8434.0,False
2020,7,2020-07,4522,Department stores,inventories,nsa,7931.0,False
2020,8,2020-08,4522,Department stores,inventories,nsa,8090.0,False
2020,9,2020-09,4522,Department stores,inventories,nsa,8939.0,False
2020,10,2020-10,4522,Department stores,inventories,nsa,10001.0,False
2020,11,2020-11,4522,Department stores,inventories,nsa,9335.0,False
2020,12,2020-12,4522,Department stores,inventories,nsa,6734.0,False
2021,1,2021-01,4522,Department stores,inventories,nsa,6808.0,False
2021,2,2021-02,4522,Department stores,inventories,nsa,7119.0,False
2021,3,2021-03,4522,Department stores,inventories,nsa,7544.0,False
2021,4,2021-04,4522,Department stores,inventories,nsa,7559.0,False
2021,5,2021-05,4522,Department stores,inventories,nsa,7507.0,False
2021,6,2021-06,4522,Department stores,inventories,nsa,7450.0,False
2021,7,2021-07,4522,Department stores,inventories,nsa,7635.0,False
2021,8,2021-08,4522,Department stores,inventories,nsa,8114.0,False
2021,9,2021-09,4522,Department stores,inventories,nsa,9381.0,False
2021,10,2021-10,4522,Department stores,inventories,nsa,10628.0,False
2021,11,2021-11,4522,Department stores,inventories,nsa,10172.0,False
2021,12,2021-12,4522,Department stores,inventories,nsa,7950.0,False
2022,1,2022-01,4522,Department stores,inventories,nsa,8241.0,False
2022,2,2022-02,4522,Department stores,inventories,nsa,8709.0,False
2022,3,2022-03,4522,Department stores,inventories,nsa,9421.0,False
2022,4,2022-04,4522,Department stores,inventories,nsa,9548.0,False
2022,5,2022-05,4522,Department stores,inventories,nsa,9412.0,False
2022,6,2022-06,4522,Department stores,inventories,nsa,9275.0,False
2022,7,2022-07,4522,Department stores,inventories,nsa,9077.0,False
2022,8,2022-08,4522,Department stores,inventories,nsa,9402.0,False
2022,9,2022-09,4522,Department stores,inventories,nsa,10790.0,False
2022,10,2022-10,4522,Department stores,inventories,nsa,11721.0,False
2022,11,2022-11,4522,Department stores,inventories,nsa,10835.0,False
2022,12,2022-12,4522,Department stores,inventories,nsa,7986.0,False
2023,1,2023-01,4522,Department stores,inventories,nsa,7953.0,False
2023,2,2023-02,4522,Department stores,inventories,nsa,8394.0,False
2023,3,2023-03,4522,Department stores,inventories,nsa,8916.0,False
2023,4,2023-04,4522,Department stores,inventories,nsa,8873.0,False
2023,5,2023-05,4522,Department stores,inventories,nsa,8575.0,False
2023,6,2023-06,4522,Department stores,inventories,nsa,8298.0,False
2023,7,2023-07,4522,Department stores,inventories,nsa,8214.0,False
2023,8,2023-08,4522,Department stores,inventories,nsa,8687.0,False
2023,9,2023-09,4522,Department stores,inventories,nsa,9961.0,False
2023,10,2023-10,4522,Department stores,inventories,nsa,10899.0,False
2023,11,2023-11,4522,Department stores,inventories,nsa,10083.0,False
2023,12,2023-12,4522,Department stores,inventories,nsa,7630.0,False
2024,1,2024-01,4522,Department stores,inventories,nsa,7843.0,False
2024,2,2024-02,4522,Department stores,inventories,nsa,8268.0,False
2024,3,2024-03,4522,Department stores,inventories,nsa,8623.0,False
2024,4,2024-04,4522,Department stores,inventories,nsa,8628.0,False
2024,5,2024-05,4522,Department stores,inventories,nsa,8430.0,False
2024,6,2024-06,4522,Department stores,inventories,nsa,8133.0,False
2024,7,2024-07,4522,Department stores,inventories,nsa,8176.0,False
2024,8,2024-08,4522,Department stores,inventories,nsa,8817.0,False
2024,9,2024-09,4522,Department stores,inventories,nsa,10118.0,False
2024,10,2024-10,4522,Department stores,inventories,nsa,10978.0,False
2024,11,2024-11,4522,Department stores,inventories,nsa,10208.0,False
2024,12,2024-12,4522,Department stores,inventories,nsa,7949.0,False
2025,1,2025-01,4522,Department stores,inventories,nsa,8014.0,False
2025,2,2025-02,4522,Department stores,inventories,nsa,8477.0,False
2025,3,2025-03,4522,Department stores,inventories,nsa,8728.0,False
2025,4,2025-04,4522,Department stores,inventories,nsa,8651.0,False
2025,5,2025-05,4522,Department stores,inventories,nsa,8380.0,False
2025,6,2025-06,4522,Department stores,inventories,nsa,8189.0,False
2025,7,2025-07,4522,Department stores,inventories,nsa,8027.0,False
2025,8,2025-08,4522,Department stores,inventories,nsa,8649.0,False
2025,9,2025-09,4522,Department stores,inventories,nsa,10003.0,False
2025,10,2025-10,4522,Department stores,inventories,nsa,10906.0,False
2025,11,2025-11,4522,Department stores,inventories,nsa,9929.0,False
2025,12,2025-12,4522,Department stores,inventories,nsa,7509.0,False
2026,1,2026-01,4522,Department stores,inventories,nsa,7795.0,False
2026,2,2026-02,4522,Department stores,inventories,nsa,8173.0,False
2026,3,2026-03,4522,Department stores,inventories,nsa,8496.0,False
2026,4,2026-04,4522,Department stores,inventories,nsa,8554.0,False
2026,5,2026-05,4522,Department stores,inventories,nsa,8349.0,False
1992,1,1992-01,4522,Department stores,inventories,sa,36737.0,False
1992,2,1992-02,4522,Department stores,inventories,sa,36498.0,False
1992,3,1992-03,4522,Department stores,inventories,sa,36834.0,False
1992,4,1992-04,4522,Department stores,inventories,sa,37507.0,False
1992,5,1992-05,4522,Department stores,inventories,sa,36528.0,False
1992,6,1992-06,4522,Department stores,inventories,sa,36974.0,False
1992,7,1992-07,4522,Department stores,inventories,sa,37815.0,False
1992,8,1992-08,4522,Department stores,inventories,sa,37508.0,False
1992,9,1992-09,4522,Department stores,inventories,sa,37590.0,False
1992,10,1992-10,4522,Department stores,inventories,sa,37766.0,False
1992,11,1992-11,4522,Department stores,inventories,sa,37669.0,False
1992,12,1992-12,4522,Department stores,inventories,sa,38001.0,False
1993,1,1993-01,4522,Department stores,inventories,sa,39061.0,False
1993,2,1993-02,4522,Department stores,inventories,sa,39544.0,False
1993,3,1993-03,4522,Department stores,inventories,sa,40370.0,False
1993,4,1993-04,4522,Department stores,inventories,sa,40465.0,False
1993,5,1993-05,4522,Department stores,inventories,sa,40397.0,False
1993,6,1993-06,4522,Department stores,inventories,sa,40134.0,False
1993,7,1993-07,4522,Department stores,inventories,sa,40277.0,False
1993,8,1993-08,4522,Department stores,inventories,sa,40387.0,False
1993,9,1993-09,4522,Department stores,inventories,sa,40364.0,False
1993,10,1993-10,4522,Department stores,inventories,sa,40336.0,False
1993,11,1993-11,4522,Department stores,inventories,sa,40555.0,False
1993,12,1993-12,4522,Department stores,inventories,sa,40589.0,False
1994,1,1994-01,4522,Department stores,inventories,sa,39374.0,False
1994,2,1994-02,4522,Department stores,inventories,sa,39906.0,False
1994,3,1994-03,4522,Department stores,inventories,sa,39864.0,False
1994,4,1994-04,4522,Department stores,inventories,sa,40309.0,False
1994,5,1994-05,4522,Department stores,inventories,sa,41044.0,False
1994,6,1994-06,4522,Department stores,inventories,sa,41762.0,False
1994,7,1994-07,4522,Department stores,inventories,sa,41152.0,False
1994,8,1994-08,4522,Department stores,inventories,sa,41265.0,False
1994,9,1994-09,4522,Department stores,inventories,sa,41665.0,False
1994,10,1994-10,4522,Department stores,inventories,sa,41593.0,False
1994,11,1994-11,4522,Department stores,inventories,sa,41633.0,False
1994,12,1994-12,4522,Department stores,inventories,sa,41954.0,False
1995,1,1995-01,4522,Department stores,inventories,sa,42314.0,False
1995,2,1995-02,4522,Department stores,inventories,sa,42846.0,False
1995,3,1995-03,4522,Department stores,inventories,sa,42322.0,False
1995,4,1995-04,4522,Department stores,inventories,sa,42183.0,False
1995,5,1995-05,4522,Department stores,inventories,sa,42536.0,False
1995,6,1995-06,4522,Department stores,inventories,sa,42968.0,False
1995,7,1995-07,4522,Department stores,inventories,sa,42924.0,False
1995,8,1995-08,4522,Department stores,inventories,sa,43118.0,False
1995,9,1995-09,4522,Department stores,inventories,sa,43113.0,False
1995,10,1995-10,4522,Department stores,inventories,sa,43461.0,False
1995,11,1995-11,4522,Department stores,inventories,sa,43657.0,False
1995,12,1995-12,4522,Department stores,inventories,sa,43502.0,False
1996,1,1996-01,4522,Department stores,inventories,sa,43521.0,False
1996,2,1996-02,4522,Department stores,inventories,sa,43593.0,False
1996,3,1996-03,4522,Department stores,inventories,sa,43582.0,False
1996,4,1996-04,4522,Department stores,inventories,sa,43555.0,False
1996,5,1996-05,4522,Department stores,inventories,sa,43531.0,False
1996,6,1996-06,4522,Department stores,inventories,sa,43737.0,False
1996,7,1996-07,4522,Department stores,inventories,sa,44104.0,False
1996,8,1996-08,4522,Department stores,inventories,sa,44541.0,False
1996,9,1996-09,4522,Department stores,inventories,sa,44264.0,False
1996,10,1996-10,4522,Department stores,inventories,sa,44286.0,False
1996,11,1996-11,4522,Department stores,inventories,sa,44377.0,False
1996,12,1996-12,4522,Department stores,inventories,sa,44124.0,False
1997,1,1997-01,4522,Department stores,inventories,sa,43716.0,False
1997,2,1997-02,4522,Department stores,inventories,sa,43945.0,False
1997,3,1997-03,4522,Department stores,inventories,sa,43761.0,False
1997,4,1997-04,4522,Department stores,inventories,sa,44214.0,False
1997,5,1997-05,4522,Department stores,inventories,sa,44124.0,False
1997,6,1997-06,4522,Department stores,inventories,sa,44273.0,False
1997,7,1997-07,4522,Department stores,inventories,sa,44079.0,False
1997,8,1997-08,4522,Department stores,inventories,sa,43656.0,False
1997,9,1997-09,4522,Department stores,inventories,sa,43878.0,False
1997,10,1997-10,4522,Department stores,inventories,sa,43733.0,False
1997,11,1997-11,4522,Department stores,inventories,sa,43708.0,False
1997,12,1997-12,4522,Department stores,inventories,sa,44309.0,False
1998,1,1998-01,4522,Department stores,inventories,sa,44423.0,False
1998,2,1998-02,4522,Department stores,inventories,sa,44398.0,False
1998,3,1998-03,4522,Department stores,inventories,sa,44320.0,False
1998,4,1998-04,4522,Department stores,inventories,sa,44328.0,False
1998,5,1998-05,4522,Department stores,inventories,sa,43506.0,False
1998,6,1998-06,4522,Department stores,inventories,sa,44069.0,False
1998,7,1998-07,4522,Department stores,inventories,sa,44455.0,False
1998,8,1998-08,4522,Department stores,inventories,sa,44210.0,False
1998,9,1998-09,4522,Department stores,inventories,sa,44214.0,False
1998,10,1998-10,4522,Department stores,inventories,sa,43883.0,False
1998,11,1998-11,4522,Department stores,inventories,sa,43535.0,False
1998,12,1998-12,4522,Department stores,inventories,sa,43392.0,False
1999,1,1999-01,4522,Department stores,inventories,sa,43625.0,False
1999,2,1999-02,4522,Department stores,inventories,sa,43279.0,False
1999,3,1999-03,4522,Department stores,inventories,sa,43562.0,False
1999,4,1999-04,4522,Department stores,inventories,sa,43692.0,False
1999,5,1999-05,4522,Department stores,inventories,sa,43547.0,False
1999,6,1999-06,4522,Department stores,inventories,sa,43326.0,False
1999,7,1999-07,4522,Department stores,inventories,sa,43264.0,False
1999,8,1999-08,4522,Department stores,inventories,sa,43301.0,False
1999,9,1999-09,4522,Department stores,inventories,sa,43163.0,False
1999,10,1999-10,4522,Department stores,inventories,sa,43041.0,False
1999,11,1999-11,4522,Department stores,inventories,sa,43632.0,False
1999,12,1999-12,4522,Department stores,inventories,sa,43787.0,False
2000,1,2000-01,4522,Department stores,inventories,sa,43908.0,False
2000,2,2000-02,4522,Department stores,inventories,sa,43978.0,False
2000,3,2000-03,4522,Department stores,inventories,sa,43368.0,False
2000,4,2000-04,4522,Department stores,inventories,sa,43149.0,False
2000,5,2000-05,4522,Department stores,inventories,sa,43290.0,False
2000,6,2000-06,4522,Department stores,inventories,sa,43224.0,False
2000,7,2000-07,4522,Department stores,inventories,sa,42621.0,False
2000,8,2000-08,4522,Department stores,inventories,sa,42656.0,False
2000,9,2000-09,4522,Department stores,inventories,sa,42410.0,False
2000,10,2000-10,4522,Department stores,inventories,sa,42931.0,False
2000,11,2000-11,4522,Department stores,inventories,sa,42776.0,False
2000,12,2000-12,4522,Department stores,inventories,sa,42621.0,False
2001,1,2001-01,4522,Department stores,inventories,sa,42743.0,False
2001,2,2001-02,4522,Department stores,inventories,sa,42656.0,False
2001,3,2001-03,4522,Department stores,inventories,sa,43020.0,False
2001,4,2001-04,4522,Department stores,inventories,sa,42697.0,False
2001,5,2001-05,4522,Department stores,inventories,sa,42823.0,False
2001,6,2001-06,4522,Department stores,inventories,sa,42658.0,False
2001,7,2001-07,4522,Department stores,inventories,sa,41844.0,False
2001,8,2001-08,4522,Department stores,inventories,sa,42436.0,False
2001,9,2001-09,4522,Department stores,inventories,sa,42311.0,False
2001,10,2001-10,4522,Department stores,inventories,sa,41797.0,False
2001,11,2001-11,4522,Department stores,inventories,sa,41065.0,False
2001,12,2001-12,4522,Department stores,inventories,sa,40421.0,False
2002,1,2002-01,4522,Department stores,inventories,sa,39583.0,False
2002,2,2002-02,4522,Department stores,inventories,sa,39667.0,False
2002,3,2002-03,4522,Department stores,inventories,sa,39131.0,False
2002,4,2002-04,4522,Department stores,inventories,sa,38765.0,False
2002,5,2002-05,4522,Department stores,inventories,sa,38748.0,False
2002,6,2002-06,4522,Department stores,inventories,sa,38692.0,False
2002,7,2002-07,4522,Department stores,inventories,sa,38955.0,False
2002,8,2002-08,4522,Department stores,inventories,sa,38867.0,False
2002,9,2002-09,4522,Department stores,inventories,sa,38724.0,False
2002,10,2002-10,4522,Department stores,inventories,sa,38411.0,False
2002,11,2002-11,4522,Department stores,inventories,sa,38922.0,False
2002,12,2002-12,4522,Department stores,inventories,sa,38708.0,False
2003,1,2003-01,4522,Department stores,inventories,sa,38342.0,False
2003,2,2003-02,4522,Department stores,inventories,sa,37974.0,False
2003,3,2003-03,4522,Department stores,inventories,sa,38206.0,False
2003,4,2003-04,4522,Department stores,inventories,sa,38826.0,False
2003,5,2003-05,4522,Department stores,inventories,sa,38130.0,False
2003,6,2003-06,4522,Department stores,inventories,sa,37925.0,False
2003,7,2003-07,4522,Department stores,inventories,sa,37675.0,False
2003,8,2003-08,4522,Department stores,inventories,sa,37195.0,False
2003,9,2003-09,4522,Department stores,inventories,sa,37493.0,False
2003,10,2003-10,4522,Department stores,inventories,sa,37631.0,False
2003,11,2003-11,4522,Department stores,inventories,sa,36997.0,False
2003,12,2003-12,4522,Department stores,inventories,sa,36784.0,False
2004,1,2004-01,4522,Department stores,inventories,sa,36879.0,False
2004,2,2004-02,4522,Department stores,inventories,sa,36862.0,False
2004,3,2004-03,4522,Department stores,inventories,sa,37165.0,False
2004,4,2004-04,4522,Department stores,inventories,sa,37234.0,False
2004,5,2004-05,4522,Department stores,inventories,sa,37235.0,False
2004,6,2004-06,4522,Department stores,inventories,sa,37196.0,False
2004,7,2004-07,4522,Department stores,inventories,sa,37088.0,False
2004,8,2004-08,4522,Department stores,inventories,sa,37185.0,False
2004,9,2004-09,4522,Department stores,inventories,sa,36758.0,False
2004,10,2004-10,4522,Department stores,inventories,sa,36999.0,False
2004,11,2004-11,4522,Department stores,inventories,sa,37249.0,False
2004,12,2004-12,4522,Department stores,inventories,sa,37270.0,False
2005,1,2005-01,4522,Department stores,inventories,sa,37363.0,False
2005,2,2005-02,4522,Department stores,inventories,sa,37437.0,False
2005,3,2005-03,4522,Department stores,inventories,sa,38641.0,False
2005,4,2005-04,4522,Department stores,inventories,sa,37864.0,False
2005,5,2005-05,4522,Department stores,inventories,sa,37667.0,False
2005,6,2005-06,4522,Department stores,inventories,sa,37876.0,False
2005,7,2005-07,4522,Department stores,inventories,sa,37903.0,False
2005,8,2005-08,4522,Department stores,inventories,sa,38079.0,False
2005,9,2005-09,4522,Department stores,inventories,sa,37883.0,False
2005,10,2005-10,4522,Department stores,inventories,sa,37644.0,False
2005,11,2005-11,4522,Department stores,inventories,sa,37770.0,False
2005,12,2005-12,4522,Department stores,inventories,sa,38111.0,False
2006,1,2006-01,4522,Department stores,inventories,sa,37395.0,False
2006,2,2006-02,4522,Department stores,inventories,sa,36712.0,False
2006,3,2006-03,4522,Department stores,inventories,sa,36821.0,False
2006,4,2006-04,4522,Department stores,inventories,sa,36421.0,False
2006,5,2006-05,4522,Department stores,inventories,sa,36227.0,False
2006,6,2006-06,4522,Department stores,inventories,sa,35895.0,False
2006,7,2006-07,4522,Department stores,inventories,sa,36121.0,False
2006,8,2006-08,4522,Department stores,inventories,sa,36466.0,False
2006,9,2006-09,4522,Department stores,inventories,sa,36468.0,False
2006,10,2006-10,4522,Department stores,inventories,sa,36450.0,False
2006,11,2006-11,4522,Department stores,inventories,sa,37279.0,False
2006,12,2006-12,4522,Department stores,inventories,sa,37252.0,False
2007,1,2007-01,4522,Department stores,inventories,sa,37403.0,False
2007,2,2007-02,4522,Department stores,inventories,sa,37463.0,False
2007,3,2007-03,4522,Department stores,inventories,sa,37015.0,False
2007,4,2007-04,4522,Department stores,inventories,sa,37216.0,False
2007,5,2007-05,4522,Department stores,inventories,sa,37020.0,False
2007,6,2007-06,4522,Department stores,inventories,sa,37165.0,False
2007,7,2007-07,4522,Department stores,inventories,sa,37020.0,False
2007,8,2007-08,4522,Department stores,inventories,sa,36859.0,False
2007,9,2007-09,4522,Department stores,inventories,sa,36831.0,False
2007,10,2007-10,4522,Department stores,inventories,sa,37023.0,False
2007,11,2007-11,4522,Department stores,inventories,sa,36330.0,False
2007,12,2007-12,4522,Department stores,inventories,sa,36544.0,False
2008,1,2008-01,4522,Department stores,inventories,sa,36393.0,False
2008,2,2008-02,4522,Department stores,inventories,sa,36597.0,False
2008,3,2008-03,4522,Department stores,inventories,sa,35939.0,False
2008,4,2008-04,4522,Department stores,inventories,sa,35788.0,False
2008,5,2008-05,4522,Department stores,inventories,sa,35746.0,False
2008,6,2008-06,4522,Department stores,inventories,sa,35259.0,False
2008,7,2008-07,4522,Department stores,inventories,sa,35164.0,False
2008,8,2008-08,4522,Department stores,inventories,sa,34678.0,False
2008,9,2008-09,4522,Department stores,inventories,sa,35057.0,False
2008,10,2008-10,4522,Department stores,inventories,sa,34978.0,False
2008,11,2008-11,4522,Department stores,inventories,sa,34234.0,False
2008,12,2008-12,4522,Department stores,inventories,sa,33231.0,False
2009,1,2009-01,4522,Department stores,inventories,sa,32700.0,False
2009,2,2009-02,4522,Department stores,inventories,sa,32543.0,False
2009,3,2009-03,4522,Department stores,inventories,sa,32776.0,False
2009,4,2009-04,4522,Department stores,inventories,sa,32480.0,False
2009,5,2009-05,4522,Department stores,inventories,sa,32224.0,False
2009,6,2009-06,4522,Department stores,inventories,sa,32481.0,False
2009,7,2009-07,4522,Department stores,inventories,sa,32017.0,False
2009,8,2009-08,4522,Department stores,inventories,sa,31963.0,False
2009,9,2009-09,4522,Department stores,inventories,sa,32017.0,False
2009,10,2009-10,4522,Department stores,inventories,sa,31781.0,False
2009,11,2009-11,4522,Department stores,inventories,sa,31413.0,False
2009,12,2009-12,4522,Department stores,inventories,sa,30982.0,False
2010,1,2010-01,4522,Department stores,inventories,sa,31213.0,False
2010,2,2010-02,4522,Department stores,inventories,sa,30929.0,False
2010,3,2010-03,4522,Department stores,inventories,sa,30756.0,False
2010,4,2010-04,4522,Department stores,inventories,sa,30899.0,False
2010,5,2010-05,4522,Department stores,inventories,sa,30697.0,False
2010,6,2010-06,4522,Department stores,inventories,sa,30742.0,False
2010,7,2010-07,4522,Department stores,inventories,sa,31040.0,False
2010,8,2010-08,4522,Department stores,inventories,sa,30950.0,False
2010,9,2010-09,4522,Department stores,inventories,sa,30603.0,False
2010,10,2010-10,4522,Department stores,inventories,sa,30739.0,False
2010,11,2010-11,4522,Department stores,inventories,sa,31204.0,False
2010,12,2010-12,4522,Department stores,inventories,sa,31099.0,False
2011,1,2011-01,4522,Department stores,inventories,sa,30932.0,False
2011,2,2011-02,4522,Department stores,inventories,sa,30955.0,False
2011,3,2011-03,4522,Department stores,inventories,sa,31638.0,False
2011,4,2011-04,4522,Department stores,inventories,sa,31526.0,False
2011,5,2011-05,4522,Department stores,inventories,sa,31807.0,False
2011,6,2011-06,4522,Department stores,inventories,sa,31712.0,False
2011,7,2011-07,4522,Department stores,inventories,sa,31756.0,False
2011,8,2011-08,4522,Department stores,inventories,sa,32037.0,False
2011,9,2011-09,4522,Department stores,inventories,sa,32062.0,False
2011,10,2011-10,4522,Department stores,inventories,sa,32040.0,False
2011,11,2011-11,4522,Department stores,inventories,sa,32120.0,False
2011,12,2011-12,4522,Department stores,inventories,sa,32520.0,False
2012,1,2012-01,4522,Department stores,inventories,sa,31887.0,False
2012,2,2012-02,4522,Department stores,inventories,sa,31834.0,False
2012,3,2012-03,4522,Department stores,inventories,sa,31485.0,False
2012,4,2012-04,4522,Department stores,inventories,sa,31869.0,False
2012,5,2012-05,4522,Department stores,inventories,sa,32124.0,False
2012,6,2012-06,4522,Department stores,inventories,sa,32076.0,False
2012,7,2012-07,4522,Department stores,inventories,sa,32105.0,False
2012,8,2012-08,4522,Department stores,inventories,sa,32098.0,False
2012,9,2012-09,4522,Department stores,inventories,sa,31181.0,False
2012,10,2012-10,4522,Department stores,inventories,sa,31923.0,False
2012,11,2012-11,4522,Department stores,inventories,sa,31850.0,False
2012,12,2012-12,4522,Department stores,inventories,sa,32642.0,False
2013,1,2013-01,4522,Department stores,inventories,sa,32386.0,False
2013,2,2013-02,4522,Department stores,inventories,sa,32357.0,False
2013,3,2013-03,4522,Department stores,inventories,sa,32045.0,False
2013,4,2013-04,4522,Department stores,inventories,sa,31909.0,False
2013,5,2013-05,4522,Department stores,inventories,sa,31660.0,False
2013,6,2013-06,4522,Department stores,inventories,sa,31348.0,False
2013,7,2013-07,4522,Department stores,inventories,sa,31255.0,False
2013,8,2013-08,4522,Department stores,inventories,sa,30955.0,False
2013,9,2013-09,4522,Department stores,inventories,sa,30738.0,False
2013,10,2013-10,4522,Department stores,inventories,sa,30638.0,False
2013,11,2013-11,4522,Department stores,inventories,sa,30448.0,False
2013,12,2013-12,4522,Department stores,inventories,sa,30446.0,False
2014,1,2014-01,4522,Department stores,inventories,sa,30313.0,False
2014,2,2014-02,4522,Department stores,inventories,sa,29859.0,False
2014,3,2014-03,4522,Department stores,inventories,sa,29645.0,False
2014,4,2014-04,4522,Department stores,inventories,sa,28819.0,False
2014,5,2014-05,4522,Department stores,inventories,sa,28615.0,False
2014,6,2014-06,4522,Department stores,inventories,sa,28361.0,False
2014,7,2014-07,4522,Department stores,inventories,sa,28055.0,False
2014,8,2014-08,4522,Department stores,inventories,sa,27986.0,False
2014,9,2014-09,4522,Department stores,inventories,sa,27628.0,False
2014,10,2014-10,4522,Department stores,inventories,sa,27373.0,False
2014,11,2014-11,4522,Department stores,inventories,sa,27200.0,False
2014,12,2014-12,4522,Department stores,inventories,sa,26753.0,False
2015,1,2015-01,4522,Department stores,inventories,sa,26697.0,False
2015,2,2015-02,4522,Department stores,inventories,sa,26618.0,False
2015,3,2015-03,4522,Department stores,inventories,sa,26110.0,False
2015,4,2015-04,4522,Department stores,inventories,sa,26378.0,False
2015,5,2015-05,4522,Department stores,inventories,sa,26194.0,False
2015,6,2015-06,4522,Department stores,inventories,sa,26096.0,False
2015,7,2015-07,4522,Department stores,inventories,sa,25716.0,False
2015,8,2015-08,4522,Department stores,inventories,sa,25611.0,False
2015,9,2015-09,4522,Department stores,inventories,sa,25845.0,False
2015,10,2015-10,4522,Department stores,inventories,sa,25562.0,False
2015,11,2015-11,4522,Department stores,inventories,sa,25264.0,False
2015,12,2015-12,4522,Department stores,inventories,sa,25001.0,False
2016,1,2016-01,4522,Department stores,inventories,sa,24345.0,False
2016,2,2016-02,4522,Department stores,inventories,sa,24045.0,False
2016,3,2016-03,4522,Department stores,inventories,sa,23574.0,False
2016,4,2016-04,4522,Department stores,inventories,sa,23039.0,False
2016,5,2016-05,4522,Department stores,inventories,sa,22694.0,False
2016,6,2016-06,4522,Department stores,inventories,sa,22336.0,False
2016,7,2016-07,4522,Department stores,inventories,sa,22261.0,False
2016,8,2016-08,4522,Department stores,inventories,sa,21527.0,False
2016,9,2016-09,4522,Department stores,inventories,sa,21068.0,False
2016,10,2016-10,4522,Department stores,inventories,sa,20783.0,False
2016,11,2016-11,4522,Department stores,inventories,sa,20610.0,False
2016,12,2016-12,4522,Department stores,inventories,sa,20479.0,False
2017,1,2017-01,4522,Department stores,inventories,sa,20118.0,False
2017,2,2017-02,4522,Department stores,inventories,sa,19446.0,False
2017,3,2017-03,4522,Department stores,inventories,sa,19280.0,False
2017,4,2017-04,4522,Department stores,inventories,sa,18816.0,False
2017,5,2017-05,4522,Department stores,inventories,sa,18211.0,False
2017,6,2017-06,4522,Department stores,inventories,sa,17854.0,False
2017,7,2017-07,4522,Department stores,inventories,sa,17478.0,False
2017,8,2017-08,4522,Department stores,inventories,sa,16999.0,False
2017,9,2017-09,4522,Department stores,inventories,sa,16595.0,False
2017,10,2017-10,4522,Department stores,inventories,sa,16309.0,False
2017,11,2017-11,4522,Department stores,inventories,sa,16184.0,False
2017,12,2017-12,4522,Department stores,inventories,sa,16088.0,False
2018,1,2018-01,4522,Department stores,inventories,sa,16121.0,False
2018,2,2018-02,4522,Department stores,inventories,sa,16001.0,False
2018,3,2018-03,4522,Department stores,inventories,sa,15677.0,False
2018,4,2018-04,4522,Department stores,inventories,sa,15895.0,False
2018,5,2018-05,4522,Department stores,inventories,sa,15869.0,False
2018,6,2018-06,4522,Department stores,inventories,sa,15467.0,False
2018,7,2018-07,4522,Department stores,inventories,sa,15261.0,False
2018,8,2018-08,4522,Department stores,inventories,sa,15078.0,False
2018,9,2018-09,4522,Department stores,inventories,sa,15003.0,False
2018,10,2018-10,4522,Department stores,inventories,sa,15003.0,False
2018,11,2018-11,4522,Department stores,inventories,sa,14284.0,False
2018,12,2018-12,4522,Department stores,inventories,sa,13928.0,False
2019,1,2019-01,4522,Department stores,inventories,sa,14162.0,False
2019,2,2019-02,4522,Department stores,inventories,sa,14217.0,False
2019,3,2019-03,4522,Department stores,inventories,sa,14179.0,False
2019,4,2019-04,4522,Department stores,inventories,sa,14003.0,False
2019,5,2019-05,4522,Department stores,inventories,sa,13786.0,False
2019,6,2019-06,4522,Department stores,inventories,sa,13513.0,False
2019,7,2019-07,4522,Department stores,inventories,sa,13335.0,False
2019,8,2019-08,4522,Department stores,inventories,sa,13252.0,False
2019,9,2019-09,4522,Department stores,inventories,sa,13258.0,False
2019,10,2019-10,4522,Department stores,inventories,sa,13363.0,False
2019,11,2019-11,4522,Department stores,inventories,sa,13014.0,False
2019,12,2019-12,4522,Department stores,inventories,sa,12655.0,False
2020,1,2020-01,4522,Department stores,inventories,sa,12492.0,False
2020,2,2020-02,4522,Department stores,inventories,sa,12335.0,False
2020,3,2020-03,4522,Department stores,inventories,sa,11947.0,False
2020,4,2020-04,4522,Department stores,inventories,sa,11059.0,False
2020,5,2020-05,4522,Department stores,inventories,sa,10522.0,False
2020,6,2020-06,4522,Department stores,inventories,sa,9040.0,False
2020,7,2020-07,4522,Department stores,inventories,sa,8455.0,False
2020,8,2020-08,4522,Department stores,inventories,sa,8332.0,False
2020,9,2020-09,4522,Department stores,inventories,sa,8112.0,False
2020,10,2020-10,4522,Department stores,inventories,sa,8118.0,False
